STATION,NAME,DATE,AWND,PRCP,SNOW,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT21,WT22
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/9/2011,3.8,0,0,,51,34,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/10/2011,9.84,0,0,,47,32,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/11/2011,2.46,0,0,,43,29,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/12/2011,2.68,0,0,,46,29,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/13/2011,5.82,0,0,,52,30,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/14/2011,2.91,0,0,,50,38,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/15/2011,11.63,0.01,0,,63,43,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/16/2011,10.74,0,0,,62,43,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/17/2011,10.07,0,0,,43,33,,,,,,,,,,,,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/18/2011,6.71,0,0,,44,32,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/19/2011,7.16,0,0,,52,29,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/20/2011,2.68,0,0,,57,45,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/21/2011,8.95,0.12,0,,61,47,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/22/2011,2.46,0.53,0,,62,46,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/23/2011,11.41,0.29,0,,53,44,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/24/2011,8.05,0,0,,46,36,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/25/2011,6.49,0,0,,48,34,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/26/2011,10.07,0,0,,50,37,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/27/2011,7.16,0.61,0,,55,39,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/28/2011,11.63,0,0,,49,35,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/29/2011,4.92,0,0,,44,31,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/30/2011,5.14,0,0,,54,35,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",12/31/2011,8.5,0,0,,62,46,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/1/2012,8.72,0,0,,60,38,1,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/2/2012,13.87,0,0,,49,32,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/3/2012,15.66,0,0,,34,21,,,,,,,,,,,,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/4/2012,7.61,0,0,,35,17,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/5/2012,4.92,0,0,,50,30,,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/6/2012,7.38,0,0,,63,33,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/7/2012,7.61,0,0,,68,36,,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/8/2012,8.05,0,0,,52,37,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/9/2012,3.8,0.16,0.6,,40,33,1,,,,,,,,,,,1,,1,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/10/2012,6.71,0,0,,54,32,1,,,,,,,,,,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/11/2012,6.26,0.51,0,,49,33,,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/12/2012,7.83,0.24,0,,57,44,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/13/2012,14.99,0.05,0,,51,29,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/14/2012,8.72,0,0,,39,27,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/15/2012,9.62,0,0,,36,27,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/16/2012,10.51,0.03,0,,42,25,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/17/2012,13.87,0.26,0,,60,40,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/18/2012,16.55,0,0,,58,28,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/19/2012,9.62,0,0,,41,25,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/20/2012,8.28,0.05,0.5,,40,28,1,,,,,,,,,,,,,,,1,,1
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/21/2012,9.4,0.23,0.6,,34,28,,,,,,,,,,,,1,,1,1,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/22/2012,7.83,0,0,,32,30,,,,,,,,,,,1,1,1,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/23/2012,4.7,0.03,0,,44,32,1,,,,,,,,,,,1,1,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/24/2012,4.7,0,0,,56,38,1,,,,,,,,,,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/25/2012,6.26,0,0,,49,36,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/26/2012,3.8,0,0,,55,40,,,,,,,,1,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/27/2012,13.65,0.63,0,,62,41,,,1,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/28/2012,8.28,0,0,,55,33,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/29/2012,10.51,0,0,,49,32,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/30/2012,8.95,0,0,,48,34,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",1/31/2012,11.18,0,0,,66,39,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/1/2012,7.38,0.02,0,,72,48,,,,,,,,1,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/2/2012,8.95,0.09,0,,58,42,,,,,,,,1,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/3/2012,6.93,0,0,,52,37,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/4/2012,5.14,0.08,0,,46,35,1,,,,,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/5/2012,7.38,0,0,,45,35,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/6/2012,5.59,0,0,,53,29,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/7/2012,6.71,0,0,,56,40,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/8/2012,5.82,0.11,0,,43,37,1,,,,,,,,,,1,1,,1,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/9/2012,8.28,0,0,,47,33,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/10/2012,4.92,0,0,,47,33,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/11/2012,13.65,0.1,0.2,,43,23,1,,,,,,,,,,1,1,,1,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/12/2012,16.55,0.01,0.1,,33,23,,,,,,,,,,,,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/13/2012,6.26,0,0,,50,24,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/14/2012,5.82,0,0,,56,37,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/15/2012,7.83,0,0,,55,40,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/16/2012,3.58,0.09,0,,47,41,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/17/2012,9.17,0,0,,54,39,1,1,,,,,,,,,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/18/2012,8.5,0,0,,59,34,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/19/2012,9.62,0.08,0,,45,35,1,,,,,,,,,,1,,,1,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/20/2012,9.4,0,0,,50,34,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/21/2012,8.72,0,0,,50,32,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/22/2012,10.07,0,0,,63,43,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/23/2012,7.61,0,0,,67,47,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/24/2012,9.84,0.31,0,,57,46,,,1,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/25/2012,18.12,0,0,,47,35,,,,,,,,,,,,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/26/2012,8.72,0,0,,49,34,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/27/2012,11.18,0,0,,64,36,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/28/2012,8.05,0,0,,56,40,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2/29/2012,7.61,1.44,0,,56,40,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/1/2012,10.07,0.05,0,,70,46,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/2/2012,5.82,0.34,0,,55,40,,,1,,,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/3/2012,8.28,0.16,0,,63,48,1,,,,,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/4/2012,13.65,0,0,,51,37,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/5/2012,10.29,0,0,,46,32,,,,,,,,,,,,,,,,1,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/6/2012,8.5,0,0,,49,29,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/7/2012,14.54,0,0,,67,40,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/8/2012,19.01,0,0,,74,53,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/9/2012,16.78,0.01,0,,67,41,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/10/2012,8.95,0,0,,50,34,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/11/2012,9.62,0,0,,63,35,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/12/2012,8.72,0,0,,72,45,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/13/2012,9.4,0.01,0,,81,56,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/14/2012,5.14,0,0,,81,54,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/15/2012,6.71,0,0,,82,54,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/16/2012,4.03,0.02,0,,59,51,,,,,,,,1,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/17/2012,4.7,0,0,,75,52,,,,,,,,1,,,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/18/2012,4.92,0,0,,68,52,1,,,,,,,,,,1,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/19/2012,6.71,0.01,0,,76,56,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/20/2012,4.25,0.11,0,,72,62,,,1,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/21/2012,3.8,0,0,,70,59,1,1,,,,,,,,,1,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/22/2012,4.47,0,0,,78,59,1,1,,,,,,,,,1,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/23/2012,5.14,0,0,,83,59,,,,,,,,1,,,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/24/2012,8.72,0.1,0,,67,54,1,,,,,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/25/2012,9.17,0.2,0,,62,51,1,,,,,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/26/2012,17,0,0,,60,42,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/27/2012,7.61,0,0,,56,34,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/28/2012,11.86,0.01,0,,72,46,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/29/2012,13.65,0,0,,70,50,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/30/2012,5.59,0,0,,54,43,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",3/31/2012,10.51,0,0,,64,48,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/1/2012,6.71,0.07,0,,64,47,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/2/2012,12.75,0.08,0,,62,47,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/3/2012,3.8,0,0,,73,42,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/4/2012,8.05,0,0,,76,53,,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/5/2012,8.28,0,0,,63,47,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/6/2012,13.2,0,0,,62,42,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/7/2012,11.18,0,0,,65,42,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/8/2012,9.62,0,0,,74,48,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/9/2012,14.99,0,0,,69,53,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/10/2012,10.74,0,0,,68,45,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/11/2012,11.86,0.01,0,,56,40,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/12/2012,11.86,0,0,,63,42,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/13/2012,6.49,0,0,,67,45,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/14/2012,8.28,0,0,,75,46,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/15/2012,9.84,0,0,,83,60,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/16/2012,11.18,0,0,,89,63,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/17/2012,11.18,0,0,,77,61,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/18/2012,6.71,0.05,0,,62,53,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/19/2012,3.13,0,0,,72,50,,,,,,,,1,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/20/2012,6.49,0,0,,76,52,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/21/2012,12.3,0.16,0,,82,57,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/22/2012,15.21,1.27,0,,57,46,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/23/2012,11.86,0.1,0,,50,42,1,,,,,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/24/2012,9.84,0,0,,64,42,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/25/2012,5.59,0,0,,71,44,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/26/2012,8.95,0.03,0,,65,56,1,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/27/2012,13.87,0,0,,64,48,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/28/2012,5.14,0.12,0,,56,45,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/29/2012,4.7,0.03,0,,71,46,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",4/30/2012,6.71,0,0,,67,50,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/1/2012,6.26,0.15,0,,84,60,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/2/2012,6.49,0.02,0,,74,58,,,,,,,,1,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/3/2012,6.49,0,0,,81,56,1,,,,,,,,,,1,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/4/2012,5.14,0.12,0,,84,65,,,1,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/5/2012,7.16,0,0,,83,64,,,1,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/6/2012,6.26,0,0,,72,61,1,,,,,,,,,,1,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/7/2012,9.84,0,0,,73,57,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/8/2012,12.3,0.03,0,,75,61,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/9/2012,8.05,0.58,0,,75,59,1,,,,,,,,,1,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/10/2012,12.97,0,0,,70,56,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/11/2012,9.4,0,0,,73,52,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/12/2012,5.37,0,0,,78,52,,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/13/2012,9.62,0,0,,80,62,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/14/2012,8.28,0.24,0,,73,62,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/15/2012,5.37,1.22,0,,79,67,,,1,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/16/2012,6.04,0,0,,82,63,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/17/2012,9.4,0,0,,77,61,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/18/2012,5.82,0,0,,76,55,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/19/2012,3.58,0,0,,84,56,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/20/2012,11.41,0.01,0,,81,59,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/21/2012,8.72,0.03,0,,75,66,,,,,,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/22/2012,4.7,0.01,0,,81,66,1,,,,,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/23/2012,4.03,0.31,0,,81,66,,,1,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/24/2012,7.38,0,0,,83,69,1,,,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/25/2012,6.26,0,0,,86,71,,,,,,,,,,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/26/2012,8.28,0,0,,86,71,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/27/2012,8.72,0.05,0,,87,70,,,1,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/28/2012,7.83,0,0,,90,70,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/29/2012,11.41,0.51,0,,91,70,,,1,,,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/30/2012,5.59,0,0,,83,69,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",5/31/2012,8.28,0,0,,85,69,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/1/2012,8.72,1.22,0,,82,65,,,1,,,,,1,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/2/2012,8.05,0,0,,75,61,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/3/2012,7.61,0,0,,80,58,,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/4/2012,12.75,0,0,,75,62,,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/5/2012,8.28,0,0,,71,58,,,,,,,,,,,,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/6/2012,3.8,0.03,0,,75,58,,,,,,,,1,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",6/7/2012,7.38,0,0,,83,58,,,,,,,,1,,,,,,,,,,
