"","Date","Avg.Wind.Speed","Percip","Snow","Temp.Avg","Temp.Max","Temp.Min","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21","WT22","Snow.bin"
"737",2012-01-07,7.61,0,0,NA,68,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"738",2012-01-08,8.05,0,0,NA,52,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"739",2012-01-09,3.8,0.16,0.6,NA,40,33,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,TRUE
"740",2012-01-10,6.71,0,0,NA,54,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE
"741",2012-01-11,6.26,0.51,0,NA,49,33,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"742",2012-01-12,7.83,0.24,0,NA,57,44,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"743",2012-01-13,14.99,0.05,0,NA,51,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"744",2012-01-14,8.72,0,0,NA,39,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"745",2012-01-15,9.62,0,0,NA,36,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"746",2012-01-16,10.51,0.03,0,NA,42,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"747",2012-01-17,13.87,0.26,0,NA,60,40,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"748",2012-01-18,16.55,0,0,NA,58,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"749",2012-01-19,9.62,0,0,NA,41,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"750",2012-01-20,8.28,0.05,0.5,NA,40,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,TRUE
"751",2012-01-21,9.4,0.23,0.6,NA,34,28,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,TRUE
"752",2012-01-22,7.83,0,0,NA,32,30,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,FALSE
"753",2012-01-23,4.7,0.03,0,NA,44,32,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,FALSE
"754",2012-01-24,4.7,0,0,NA,56,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE
"755",2012-01-25,6.26,0,0,NA,49,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"756",2012-01-26,3.8,0,0,NA,55,40,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,FALSE
"757",2012-01-27,13.65,0.63,0,NA,62,41,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"758",2012-01-28,8.28,0,0,NA,55,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"759",2012-01-29,10.51,0,0,NA,49,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"760",2012-01-30,8.95,0,0,NA,48,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"761",2012-01-31,11.18,0,0,NA,66,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"762",2012-02-01,7.38,0.02,0,NA,72,48,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,FALSE
"763",2012-02-02,8.95,0.09,0,NA,58,42,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,FALSE
"764",2012-02-03,6.93,0,0,NA,52,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"765",2012-02-04,5.14,0.08,0,NA,46,35,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,FALSE
"766",2012-02-05,7.38,0,0,NA,45,35,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"767",2012-02-06,5.59,0,0,NA,53,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"768",2012-02-07,6.71,0,0,NA,56,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"769",2012-02-08,5.82,0.11,0,NA,43,37,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,FALSE
"770",2012-02-09,8.28,0,0,NA,47,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"771",2012-02-10,4.92,0,0,NA,47,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"772",2012-02-11,13.65,0.1,0.2,NA,43,23,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,TRUE
"773",2012-02-12,16.55,0.01,0.1,NA,33,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
"774",2012-02-13,6.26,0,0,NA,50,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"775",2012-02-14,5.82,0,0,NA,56,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"776",2012-02-15,7.83,0,0,NA,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"777",2012-02-16,3.58,0.09,0,NA,47,41,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"778",2012-02-17,9.17,0,0,NA,54,39,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE
"779",2012-02-18,8.5,0,0,NA,59,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"780",2012-02-19,9.62,0.08,0,NA,45,35,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,FALSE
"781",2012-02-20,9.4,0,0,NA,50,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"782",2012-02-21,8.72,0,0,NA,50,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"783",2012-02-22,10.07,0,0,NA,63,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"784",2012-02-23,7.61,0,0,NA,67,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"785",2012-02-24,9.84,0.31,0,NA,57,46,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"786",2012-02-25,18.12,0,0,NA,47,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
"787",2012-02-26,8.72,0,0,NA,49,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"788",2012-02-27,11.18,0,0,NA,64,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"789",2012-02-28,8.05,0,0,NA,56,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"790",2012-02-29,7.61,1.44,0,NA,56,40,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"791",2012-03-01,10.07,0.05,0,NA,70,46,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"792",2012-03-02,5.82,0.34,0,NA,55,40,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,FALSE
"793",2012-03-03,8.28,0.16,0,NA,63,48,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,FALSE
"794",2012-03-04,13.65,0,0,NA,51,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"795",2012-03-05,10.29,0,0,NA,46,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
"796",2012-03-06,8.5,0,0,NA,49,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"797",2012-03-07,14.54,0,0,NA,67,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"798",2012-03-08,19.01,0,0,NA,74,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"799",2012-03-09,16.78,0.01,0,NA,67,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"800",2012-03-10,8.95,0,0,NA,50,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"801",2012-03-11,9.62,0,0,NA,63,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"802",2012-03-12,8.72,0,0,NA,72,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"803",2012-03-13,9.4,0.01,0,NA,81,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"804",2012-03-14,5.14,0,0,NA,81,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"805",2012-03-15,6.71,0,0,NA,82,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"806",2012-03-16,4.03,0.02,0,NA,59,51,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,FALSE
"807",2012-03-17,4.7,0,0,NA,75,52,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,FALSE
"808",2012-03-18,4.92,0,0,NA,68,52,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,FALSE
"809",2012-03-19,6.71,0.01,0,NA,76,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"810",2012-03-20,4.25,0.11,0,NA,72,62,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"811",2012-03-21,3.8,0,0,NA,70,59,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,FALSE
"812",2012-03-22,4.47,0,0,NA,78,59,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,FALSE
"813",2012-03-23,5.14,0,0,NA,83,59,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,FALSE
"814",2012-03-24,8.72,0.1,0,NA,67,54,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,FALSE
"815",2012-03-25,9.17,0.2,0,NA,62,51,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,FALSE
"816",2012-03-26,17,0,0,NA,60,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"817",2012-03-27,7.61,0,0,NA,56,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"818",2012-03-28,11.86,0.01,0,NA,72,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"819",2012-03-29,13.65,0,0,NA,70,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"820",2012-03-30,5.59,0,0,NA,54,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"821",2012-03-31,10.51,0,0,NA,64,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"822",2012-04-01,6.71,0.07,0,NA,64,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"823",2012-04-02,12.75,0.08,0,NA,62,47,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"824",2012-04-03,3.8,0,0,NA,73,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"825",2012-04-04,8.05,0,0,NA,76,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"826",2012-04-05,8.28,0,0,NA,63,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"827",2012-04-06,13.2,0,0,NA,62,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"828",2012-04-07,11.18,0,0,NA,65,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"829",2012-04-08,9.62,0,0,NA,74,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"830",2012-04-09,14.99,0,0,NA,69,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"831",2012-04-10,10.74,0,0,NA,68,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"832",2012-04-11,11.86,0.01,0,NA,56,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"833",2012-04-12,11.86,0,0,NA,63,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"834",2012-04-13,6.49,0,0,NA,67,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"835",2012-04-14,8.28,0,0,NA,75,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"836",2012-04-15,9.84,0,0,NA,83,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"837",2012-04-16,11.18,0,0,NA,89,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"838",2012-04-17,11.18,0,0,NA,77,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"839",2012-04-18,6.71,0.05,0,NA,62,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"840",2012-04-19,3.13,0,0,NA,72,50,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,FALSE
"841",2012-04-20,6.49,0,0,NA,76,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"842",2012-04-21,12.3,0.16,0,NA,82,57,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"843",2012-04-22,15.21,1.27,0,NA,57,46,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"844",2012-04-23,11.86,0.1,0,NA,50,42,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,FALSE
"845",2012-04-24,9.84,0,0,NA,64,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"846",2012-04-25,5.59,0,0,NA,71,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"847",2012-04-26,8.95,0.03,0,NA,65,56,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"848",2012-04-27,13.87,0,0,NA,64,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"849",2012-04-28,5.14,0.12,0,NA,56,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"850",2012-04-29,4.7,0.03,0,NA,71,46,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"851",2012-04-30,6.71,0,0,NA,67,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"852",2012-05-01,6.26,0.15,0,NA,84,60,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"853",2012-05-02,6.49,0.02,0,NA,74,58,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,FALSE
"854",2012-05-03,6.49,0,0,NA,81,56,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,FALSE
"855",2012-05-04,5.14,0.12,0,NA,84,65,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"856",2012-05-05,7.16,0,0,NA,83,64,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"857",2012-05-06,6.26,0,0,NA,72,61,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,FALSE
"858",2012-05-07,9.84,0,0,NA,73,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"859",2012-05-08,12.3,0.03,0,NA,75,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"860",2012-05-09,8.05,0.58,0,NA,75,59,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,FALSE
"861",2012-05-10,12.97,0,0,NA,70,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"862",2012-05-11,9.4,0,0,NA,73,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"863",2012-05-12,5.37,0,0,NA,78,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"864",2012-05-13,9.62,0,0,NA,80,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"865",2012-05-14,8.28,0.24,0,NA,73,62,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"866",2012-05-15,5.37,1.22,0,NA,79,67,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"867",2012-05-16,6.04,0,0,NA,82,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"868",2012-05-17,9.4,0,0,NA,77,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"869",2012-05-18,5.82,0,0,NA,76,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"870",2012-05-19,3.58,0,0,NA,84,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"871",2012-05-20,11.41,0.01,0,NA,81,59,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"872",2012-05-21,8.72,0.03,0,NA,75,66,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,FALSE
"873",2012-05-22,4.7,0.01,0,NA,81,66,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,FALSE
"874",2012-05-23,4.03,0.31,0,NA,81,66,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"875",2012-05-24,7.38,0,0,NA,83,69,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"876",2012-05-25,6.26,0,0,NA,86,71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
"877",2012-05-26,8.28,0,0,NA,86,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"878",2012-05-27,8.72,0.05,0,NA,87,70,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"879",2012-05-28,7.83,0,0,NA,90,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"880",2012-05-29,11.41,0.51,0,NA,91,70,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"881",2012-05-30,5.59,0,0,NA,83,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"882",2012-05-31,8.28,0,0,NA,85,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"883",2012-06-01,8.72,1.22,0,NA,82,65,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,FALSE
"884",2012-06-02,8.05,0,0,NA,75,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"885",2012-06-03,7.61,0,0,NA,80,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"886",2012-06-04,12.75,0,0,NA,75,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"887",2012-06-05,8.28,0,0,NA,71,58,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,FALSE
"888",2012-06-06,3.8,0.03,0,NA,75,58,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,FALSE
"889",2012-06-07,7.38,0,0,NA,83,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"890",2012-06-08,6.93,0,0,NA,85,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"891",2012-06-09,6.26,0,0,NA,91,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"892",2012-06-10,5.59,0,0,NA,92,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"893",2012-06-11,8.95,0,0,NA,90,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"894",2012-06-12,8.72,0.26,0,NA,78,70,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"895",2012-06-13,14.54,0,0,NA,82,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"896",2012-06-14,10.07,0,0,NA,83,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"897",2012-06-15,6.93,0,0,NA,82,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"898",2012-06-16,7.16,0,0,NA,82,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"899",2012-06-17,6.71,0,0,NA,77,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"900",2012-06-18,7.38,0.28,0,NA,71,63,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"901",2012-06-19,6.26,0,0,NA,88,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"902",2012-06-20,4.7,0,0,NA,98,74,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,FALSE
"903",2012-06-21,5.14,0,0,NA,99,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"904",2012-06-22,6.71,0,0,NA,97,74,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,FALSE
"905",2012-06-23,7.38,0,0,NA,91,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"906",2012-06-24,6.49,0,0,NA,93,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"907",2012-06-25,12.75,0,0,NA,89,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"908",2012-06-26,13.87,0,0,NA,82,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"909",2012-06-27,10.96,0,0,NA,89,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"910",2012-06-28,7.16,0,0,NA,96,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"911",2012-06-29,8.5,0.59,0,NA,104,72,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,FALSE
"912",2012-06-30,5.37,0,0,NA,97,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"913",2012-07-01,7.16,0,0,NA,99,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"914",2012-07-02,8.28,0,0,NA,95,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"915",2012-07-03,4.92,0.02,0,NA,98,75,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"916",2012-07-04,6.71,0,0,NA,99,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"917",2012-07-05,8.05,0,0,NA,100,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"918",2012-07-06,6.26,0,0,NA,100,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"919",2012-07-07,6.93,0,0,NA,105,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"920",2012-07-08,5.82,0.69,0,NA,102,77,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"921",2012-07-09,7.16,0.26,0,NA,87,74,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"922",2012-07-10,6.93,0.6,0,NA,90,72,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"923",2012-07-11,6.04,0,0,NA,89,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"924",2012-07-12,6.49,0,0,NA,88,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"925",2012-07-13,3.58,0,0,NA,90,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"926",2012-07-14,5.82,0.08,0,NA,88,71,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"927",2012-07-15,6.71,0.02,0,NA,96,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"928",2012-07-16,6.04,0.02,0,NA,96,76,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"929",2012-07-17,5.82,0,0,NA,100,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"930",2012-07-18,6.93,0,0,NA,101,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"931",2012-07-19,6.71,0.42,0,NA,95,75,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"932",2012-07-20,8.72,0.19,0,NA,82,70,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,FALSE
"933",2012-07-21,8.5,0.21,0,NA,71,67,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,FALSE
"934",2012-07-22,4.03,0,0,NA,82,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"935",2012-07-23,6.26,0,0,NA,90,75,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,FALSE
"936",2012-07-24,9.4,0,0,NA,93,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"937",2012-07-25,7.38,0,0,NA,89,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"938",2012-07-26,10.51,0,0,NA,100,74,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,FALSE
"939",2012-07-27,7.16,0,0,NA,95,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"940",2012-07-28,6.93,0.27,0,NA,97,74,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
"941",2012-07-29,7.38,0,0,NA,90,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"942",2012-07-30,6.49,0,0,NA,89,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"943",2012-07-31,6.04,0.03,0,NA,90,74,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE
