"","Date","Avg.Wind.Speed","Percip","Snow","Temp.Avg","Temp.Max","Temp.Min","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21","WT22","Snow.bin"
"1555",2014-04-04,8.5,0.06,0,56,63,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1556",2014-04-05,12.75,0,0,54,60,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1557",2014-04-06,5.82,0,0,50,63,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1558",2014-04-07,6.71,0.38,0,49,54,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1559",2014-04-08,8.72,0.04,0,58,68,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1560",2014-04-09,9.4,0,0,57,69,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1561",2014-04-10,10.07,0,0,59,72,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1562",2014-04-11,10.29,0,0,68,82,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1563",2014-04-12,6.93,0,0,67,77,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1564",2014-04-13,10.96,0,0,69,85,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1565",2014-04-14,16.33,0.06,0,72,80,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1566",2014-04-15,15.21,1.47,0,65,72,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1567",2014-04-16,13.42,0,0,41,51,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1568",2014-04-17,9.17,0,0,47,56,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1569",2014-04-18,3.8,0,0,46,57,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1570",2014-04-19,5.82,0,0,56,71,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1571",2014-04-20,9.84,0,0,58,64,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1572",2014-04-21,4.7,0,0,55,70,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1573",2014-04-22,8.72,0.03,0,61,72,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1574",2014-04-23,17.22,0,0,58,61,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1575",2014-04-24,7.83,0,0,54,66,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1576",2014-04-25,8.28,0.39,0,58,69,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1577",2014-04-26,10.96,0.02,0,62,78,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1578",2014-04-27,8.95,0,0,61,70,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1579",2014-04-28,6.49,0.11,0,57,62,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1580",2014-04-29,9.17,1.21,0,51,52,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1581",2014-04-30,8.05,2.7,0,56,67,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1582",2014-05-01,7.38,0.16,0,67,77,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1583",2014-05-02,8.5,0,0,65,72,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1584",2014-05-03,5.37,0,0,65,74,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1585",2014-05-04,12.3,0,0,67,81,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1586",2014-05-05,9.17,0.38,0,59,66,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1587",2014-05-06,3.8,0,0,60,74,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1588",2014-05-07,5.14,0.14,0,61,65,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1589",2014-05-08,3.8,0,0,66,87,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1590",2014-05-09,6.26,0,0,69,76,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1591",2014-05-10,7.83,0.16,0,71,78,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1592",2014-05-11,5.59,0,0,71,81,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1593",2014-05-12,7.16,0.08,0,73,86,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1594",2014-05-13,6.04,0,0,77,92,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1595",2014-05-14,6.93,0,0,65,67,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1596",2014-05-15,10.29,0.4,0,71,81,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1597",2014-05-16,12.53,2.25,0,67,72,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1598",2014-05-17,7.38,0,0,62,69,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1599",2014-05-18,9.17,0,0,61,69,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1600",2014-05-19,4.92,0,0,62,74,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1601",2014-05-20,4.7,0,0,66,77,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1602",2014-05-21,4.03,0.16,0,70,80,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1603",2014-05-22,8.5,0,0,74,89,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1604",2014-05-23,14.09,0,0,73,81,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1605",2014-05-24,8.28,0,0,67,78,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1606",2014-05-25,5.14,0,0,72,84,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1607",2014-05-26,6.26,0,0,75,88,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1608",2014-05-27,7.38,0.91,0,78,92,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1609",2014-05-28,8.28,0.03,0,76,88,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1610",2014-05-29,6.71,0.29,0,62,62,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1611",2014-05-30,6.26,0,0,64,76,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1612",2014-05-31,9.4,0,0,72,81,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1613",2014-06-01,6.49,0,0,69,77,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1614",2014-06-02,9.62,0,0,70,82,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1615",2014-06-03,7.16,0.01,0,76,86,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1616",2014-06-04,4.92,0.41,0,80,90,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1617",2014-06-05,10.96,0.01,0,74,82,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1618",2014-06-06,7.16,0,0,72,81,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1619",2014-06-07,3.13,0,0,75,86,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1620",2014-06-08,8.05,0.24,0,76,85,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1621",2014-06-09,7.38,0.21,0,77,85,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1622",2014-06-10,4.92,0.78,0,80,88,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1623",2014-06-11,8.05,0.8,0,79,88,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1624",2014-06-12,8.05,0.09,0,75,80,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1625",2014-06-13,7.38,0.22,0,76,83,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1626",2014-06-14,12.97,0,0,73,78,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1627",2014-06-15,4.92,0,0,72,84,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1628",2014-06-16,3.8,0,0,78,90,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1629",2014-06-17,6.71,0,0,84,97,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1630",2014-06-18,8.05,0,0,87,95,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1631",2014-06-19,8.05,0,0,82,87,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1632",2014-06-20,6.04,0,0,77,87,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1633",2014-06-21,6.71,0,0,74,75,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1634",2014-06-22,6.04,0.09,0,74,82,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1635",2014-06-23,8.95,0,0,76,85,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1636",2014-06-24,10.29,0,0,77,87,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1637",2014-06-25,8.95,0.45,0,81,89,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1638",2014-06-26,8.95,0,0,82,89,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1639",2014-06-27,8.05,0,0,81,88,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1640",2014-06-28,6.93,0,0,78,87,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1641",2014-06-29,7.38,0,0,78,87,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1642",2014-06-30,9.62,0,0,79,89,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1643",2014-07-01,11.41,0,0,83,93,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1644",2014-07-02,9.17,0.04,0,87,99,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1645",2014-07-03,6.93,0.36,0,82,92,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1646",2014-07-04,14.99,0.16,0,77,83,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1647",2014-07-05,7.61,0,0,74,86,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1648",2014-07-06,8.95,0,0,77,89,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1649",2014-07-07,12.08,0,0,83,94,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1650",2014-07-08,12.08,0.76,0,86,96,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1651",2014-07-09,6.71,0.02,0,78,89,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1652",2014-07-10,5.14,1.31,0,78,87,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1653",2014-07-11,4.47,0,0,77,89,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1654",2014-07-12,9.84,0,0,81,90,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1655",2014-07-13,11.41,0.05,0,83,94,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1656",2014-07-14,6.71,0.16,0,82,93,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1657",2014-07-15,5.37,1.71,0,80,89,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1658",2014-07-16,8.28,0,0,76,82,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1659",2014-07-17,6.49,0,0,76,83,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1660",2014-07-18,4.25,0,0,77,86,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1661",2014-07-19,5.14,0,0,78,84,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1662",2014-07-20,4.47,0,0,77,85,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1663",2014-07-21,5.37,0,0,78,86,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1664",2014-07-22,8.28,0,0,80,88,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1665",2014-07-23,8.28,0,0,83,94,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1666",2014-07-24,8.5,0.01,0,79,83,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1667",2014-07-25,7.61,0,0,75,85,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1668",2014-07-26,7.61,0,0,79,88,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1669",2014-07-27,9.62,0.1,0,80,87,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1670",2014-07-28,13.42,0,0,81,86,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1671",2014-07-29,10.51,0,0,72,78,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1672",2014-07-30,6.71,0,0,71,80,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1673",2014-07-31,6.93,0,0,76,89,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1674",2014-08-01,6.93,0.11,0,78,80,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1675",2014-08-02,6.04,0.06,0,75,84,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1676",2014-08-03,5.14,0.45,0,78,85,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1677",2014-08-04,3.8,0,0,78,89,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1678",2014-08-05,4.25,0.38,0,81,92,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1679",2014-08-06,6.26,0,0,78,85,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1680",2014-08-07,6.93,0,0,79,87,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1681",2014-08-08,5.37,0,0,77,84,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1682",2014-08-09,4.47,0,0,77,87,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1683",2014-08-10,4.92,0,0,79,88,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1684",2014-08-11,6.71,0.03,0,77,85,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1685",2014-08-12,5.37,1.6,0,75,78,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1686",2014-08-13,10.74,0,0,79,86,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1687",2014-08-14,7.16,0,0,75,85,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1688",2014-08-15,7.61,0,0,74,82,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1689",2014-08-16,5.14,0,0,75,85,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1690",2014-08-17,7.61,0.01,0,78,88,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1691",2014-08-18,5.14,0,0,79,84,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1692",2014-08-19,6.71,0,0,78,86,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1693",2014-08-20,5.59,0.26,0,79,89,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1694",2014-08-21,3.13,0.01,0,78,90,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1695",2014-08-22,5.59,0,0,78,84,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1696",2014-08-23,6.71,0.21,0,75,76,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1697",2014-08-24,6.71,0,0,74,82,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1698",2014-08-25,5.59,0,0,75,84,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1699",2014-08-26,4.25,0,0,78,89,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1700",2014-08-27,4.7,0,0,79,89,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1701",2014-08-28,10.29,0,0,81,86,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1702",2014-08-29,5.37,0,0,74,84,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1703",2014-08-30,6.93,0,0,76,86,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1704",2014-08-31,9.84,0.27,0,83,96,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1705",2014-09-01,5.14,0.02,0,81,95,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1706",2014-09-02,6.71,0.08,0,85,95,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1707",2014-09-03,3.8,0,0,82,89,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1708",2014-09-04,5.82,0,0,81,91,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1709",2014-09-05,7.16,0,0,83,93,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1710",2014-09-06,9.17,0.1,0,85,95,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1711",2014-09-07,9.84,0,0,76,84,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1712",2014-09-08,10.29,0,0,74,77,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1713",2014-09-09,10.51,0,0,73,79,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1714",2014-09-10,8.28,0,0,75,83,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1715",2014-09-11,10.74,0,0,79,91,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1716",2014-09-12,9.84,0,0,75,80,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1717",2014-09-13,7.38,0.23,0,70,73,63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1718",2014-09-14,6.04,0,0,65,74,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1719",2014-09-15,5.59,0,0,67,77,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1720",2014-09-16,9.17,0,0,72,80,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1721",2014-09-17,4.25,0,0,69,79,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1722",2014-09-18,4.47,0,0,71,81,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1723",2014-09-19,7.61,0,0,69,78,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1724",2014-09-20,4.7,0,0,72,84,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1725",2014-09-21,6.26,0,0,73,86,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1726",2014-09-22,13.87,0,0,73,76,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1727",2014-09-23,5.59,0,0,63,75,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1728",2014-09-24,11.41,0.04,0,65,73,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1729",2014-09-25,13.42,0.64,0,66,69,63,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1730",2014-09-26,6.49,0,0,69,78,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1731",2014-09-27,3.36,0,0,71,85,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1732",2014-09-28,3.36,0,0,71,82,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1733",2014-09-29,4.92,0,0,70,74,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1734",2014-09-30,4.92,0,0,71,79,67,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1735",2014-10-01,4.92,0.05,0,70,77,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1736",2014-10-02,3.58,0,0,69,78,63,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1737",2014-10-03,8.95,0.09,0,68,73,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1738",2014-10-04,12.3,0.03,0,69,72,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1739",2014-10-05,6.26,0,0,55,65,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1740",2014-10-06,12.08,0,0,61,77,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1741",2014-10-07,10.74,0.15,0,67,75,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1742",2014-10-08,9.17,0,0,69,80,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1743",2014-10-09,6.49,0,0,66,75,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1744",2014-10-10,7.38,0.08,0,64,66,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1745",2014-10-11,8.28,0.4,0,57,61,55,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1746",2014-10-12,5.82,0,0,59,65,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1747",2014-10-13,1.34,0.1,0,64,68,61,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1748",2014-10-14,10.74,0,0,72,82,64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1749",2014-10-15,9.84,1.44,0,74,80,61,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1750",2014-10-16,5.82,0.02,0,64,68,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE
"1751",2014-10-17,8.05,0,0,65,75,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1752",2014-10-18,10.96,0,0,65,74,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1753",2014-10-19,11.86,0,0,56,62,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1754",2014-10-20,8.28,0.01,0,56,70,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1755",2014-10-21,4.92,0.23,0,61,73,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1756",2014-10-22,14.76,0.86,0,56,58,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1757",2014-10-23,15.66,0,0,59,68,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1758",2014-10-24,10.96,0,0,63,71,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1759",2014-10-25,7.16,0,0,61,74,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1760",2014-10-26,10.29,0,0,64,73,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
"1761",2014-10-27,5.59,0,0,59,71,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
